OSM_ID,NAME,Region,Area_ha,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
-215641,Акжаикский район,ZKO,"2574863,1","68,86667","111,7","68,52222","90,46667","57,58889","86,12222","96,6","76,65556","69,43333","75,41111","83,44445","50,18889","71,27778","81,98889","63,52222","110,47778","78,85556","64,72222","83,73333","70,47778"
-215456,Жангалинский район,ZKO,"2152344,6","66,97273","104,87273","67,33636","86,91818","60,95455","81,71818","82,76364","68,2","66,98182","77,33636","80,93637","58,53636","70,16364","77,84545","62,23636","101,3","76,23637",63,"79,27273","64,16364"
-215490,Таскалинский район,ZKO,"799580,7","109,84","131,46","82,82","117,3","87,02","116,62","134,48","98,72","82,4","109,46","108,46","76,4","102,66","109,66","79,36","137,48","102,66","94,76","117,76001","107,88"
-214835,Индерский район,ATY,"1139689,3",51,"96,72","63,62","73,74","44,7","69,3","77,34","63,94","65,7","63,82","72,16","45,78","56,84","66,86","57,26","99,54","67,32","53,84","70,74","56,26"
-222955,Тупкараганский район,MAN,"870725,4","38,16667","65,36667","71,7","50,1","52,1","56,8","64,56667","59,06667","70,4","73,53334","77,66667","34,2","52,1","46,3","56,26667","73,66667","50,33333","47,7","61,8","48,56667"
-215499,Зеленовский район,ZKO,772227,"112,06667","131,66667","81,96667","115,6","86,93333","115,36667","138,53333","103,73333","84,73333","106,4","110,8","71,06667","101,56667","108,73333","81,46667","138,66667","100,03334","92,7","120,13333","110,00001"
-222957,Мунайлинский район,MAN,"491669,1","32,4","60,7","77,85","47,5","56,75","56,6","56,5","60,3","63,7","73,6","71,3","33,6","53,3","47,6","54,45","59,7","47,45","52,9","49,75",42
-222948,Мангистауский район,MAN,"4575672,4","36,995","73,165","77,855","41,565","49,01","56,79","68,115","59,595","69,08","82,195","70,115","37,97","61,475","45,225","60,24","83,725","49,115","45,335","77,96","53,22"
-215503,Теректинский район,ZKO,"842282,9","100,1","126,21667",76,"109,33334","81,26667","107,43333",127,"101,88333","82,53334","96,91667","102,85","61,81667","92,21667","101,43334","77,35","129,95","93,73333","82,68334","108,13333","97,75"
-5515125,Актау Г.А.,MAN,30376,"35,80961","65,45783","82,78873","54,85836","64,32788","60,80616","56,85741","63,8308","67,59312","77,9762","74,70376","39,10616","58,17767","50,21973","60,46316","65,48153","49,82892","60,3356","51,17432","44,55595"
-215661,Каратобинский район,ZKO,"951296,9","69,21667","108,05","60,1","87,81667","63,2","84,36667","105,98334","85,15","77,63333","74,56667","78,43334","44,9","70,55","83,11667","66,4","114,38333","78,26667","62,28333","78,75","74,25"
-3767383,Уральск Г.А.,ZKO,"24574,9","114,40713","132,50408","81,68777","117,00408","88,93159","116,89898","141,9112","107,11209","87,43465","108,11223","112,71121","71,18676","103,30102","109,31325","82,91834","139,91935","101,30714","94,29491","122,20306","112,81121"
-222960,Каракиянский район,MAN,"6430158,2","41,11071","72,95714","65,48929","47,1","50,125","49,53572","56,35714","45,27143","57,41072","69,76429","54,88571","53,57143","57,13929","42,79643","60,08214","67,83572","43,59643","45,03214","72,81786","51,36786"
-214837,Кзылкогинский район,ATY,"2503380,4","51,49167","101,09167","64,275","72,49167","46,65833","70,2","88,21667","68,16667","72,85","68,575","68,40833","43,34167","58,74167","68,89167","61,63333","110,05","69,18333","53,33333","70,98334","64,50833"
-215659,Сырымский район,ZKO,"1259202,8","82,05715","117,48572","67,7","100,38571","72,12857","96,88571","116,5","95,95714","80,34286","85,48571","90,77143","51,22857","80,78571","91,22857","71,3","119,38572","85,3","71,44286","92,4","83,3"
-214838,Макатский район,ATY,"459620,3","40,45","90,2","64,95","59,4","38,8","62,1","75,05","60,8","67,45",66,"65,9","40,5",53,"57,1","57,8","98,7","59,45","46,55",70,"56,3"
-215477,Бурлинский район,ZKO,"532031,3","99,96667","128,60001","71,83333","114,16667","86,63334","108,93334","140,9","119,13334","93,7",102,"104,2","58,73333","96,36667","103,93333","82,13333","134,3","95,06667","83,6","108,7","103,93333"
-5515236,Жанаозен Г.А.,MAN,"51590,4","33,89057","65,94284","71,7872","41,32224","52,49837","54,1333","58,62538","56,41898","61,07614","65,91269","61,25391","45,29686","51,69209","45,94599","54,23655","56,62072","46,62061","49,02852","57,03666","47,98416"
-222946,Бейнеуский район,MAN,"4084907,2","43,24737","94,6579","80,68947","49,72632","48,16316","57,55263","77,01579","56,36842","77,36316","98,07369","70,16842","46,39474","72,27895","47,32632","68,03684","109,42106","53,46842","44,77895","97,84211","61,98947"
-215635,Чингирлауский район,ZKO,"735463,5","84,53334","116,23334","62,16667","100,73333","75,63334","95,66667","127,63333","105,03334","88,5","87,43334","87,03333","50,66667",82,"91,23333","74,9",119,"85,1","71,76667","91,2","89,1"
-3397457,Уилский район,AKT,"1094152,2","65,66667","108,93333","59,86667","86,23333","60,38334","81,96667","107,46667","84,91667","79,55","73,25","72,76667","44,58333","66,78333","82,61667","67,55","119,23333","79,53333","60,18333","72,98334","76,81667"
-3397458,Хобдинский район,AKT,"1387546,2","82,78333","116,76667","58,75","100,8","78,1","91,3","134,5","102,15","92,61667","87,5","79,45","48,76667","79,46667","93,45","74,13333","122,93333","87,51667","70,45","82,86667","93,15"
-3397451,Байганинский район,AKT,"6007249,2","57,51333","107,51333","70,86667","70,58333","61,80667","66,65333","95,91334","64,33667","84,04","97,11334","66,64333","50,71","76,07","65,66667","70,68667","112,50667","69,05","53,67667","84,44667","73,52334"
-3397456,Темирский район,AKT,"1250413,6","79,38572","119,11429","59,28572","98,24286","78,68572","86,44286","136,42857","94,01429","95,65715","87,08572","66,57143","48,17143","75,4","92,5","69,74286","122,18571","89,58572","67,97143","69,77143","92,4"
-3397454,Мартукский район,AKT,"647039,8","93,8","124,56667","61,2","112,53334","92,2","97,56667","155,9","117,50001","107,86667","101,1","81,56667","52,53333","88,9","102,53334","77,46667","130,76667","95,3","79,7","85,53333","109,83333"
-215684,Алгинский район,AKT,"746502,3","87,94","122,38","60,06","107,14","87,7",93,"147,86","106,92","102,74","92,74","71,1","50,4","82,24","99,7","73,08","126,78","93,64","74,36","74,52","102,08"
-3397460,Шалкарский район,AKT,"6211384,2","54,83226","95,41936","63,10323","71,59032","57,72581","58,46452","79,82258","60,92258","72,66452","90,6","57,85484","53,81936","83,23226","56,54516","76,09355","90,56129","62,58387","51,74839","76,5129","68,26774"
-3397455,Мугалжарский район,AKT,"2942468,3","78,29231","114,79231","59,16923","94,61539","79,00769","77,17693","125,61539","90,79231","99,33077","92,33077","63,3","50,42308","83,60769","84,51539","72,41539","114,52308","83,48462","66,05385","71,12308","93,35385"
-3389531,Актобе Г.А.,AKT,"239898,7","91,52063","123,54894","60,30264","111,10864","93,1542","94,7853","150,90564","112,91211","106,91333","95,04112","70,39198","52,07131","83,14424","100,22144","72,19793","126,89517","95,47936","76,76431","73,00556","105,65034"
-3397459,Хромтауский район,AKT,"1262704,9","81,16667","106,05","52,8","93,91667","81,15","83,26667","131,9","98,86667","101,9","86,08333","61,45","47,16667","76,43334","89,05","67,56667","113,96667","84,7","69,85","63,61667","97,63334"
-3397453,Каргалинский район,AKT,"494556,7","89,6","119,93334","58,1","109,23333","90,73333","93,5","147,9","111,13333","106,5","91,9","66,5","49,43333","82,06667","97,9","71,26667","123,6","91,13333","75,56667","69,73333",106
-3397450,Айтекебийский район,AKT,3618522,"60,77059","76,65883","40,6353","63,38235","58,14706","65,06471","87,96471","79,36471","88,47059","75,71765","57,91177","43,68235","73,25882","70,87647","67,11765","86,78824","66,71765","62,72353","63,18824","78,01177"
-3397452,Иргизский район,AKT,"4193056,5","45,86","71,665","44,915","58,37","46,04","51,945","64,595","62,705","72,945","80,465","52,53","44,565","81,215","50,91","74,2","74,8","54,885","51,54","69,09","63,48"
-1746023,Дергачёвский район,SAR,"449943,6","134,75001","144,4","93,15","141,60001","108,9","136,9","163,55","116,45","100,55","133,95","128,65","93,35","123,85","127,45","89,75","162,05","122,8","118,7","143,10001","133,4"
-1746043,Романовский район,SAR,"128699,1","153,53696","121,20429","80,95187","180,56002","141,05293","146,15533","149,56326","121,45183","112,83732","144,16233","112,58088","157,51656","120,23977","114,11488","110,58495","220,70393","135,89296","173,1381","135,25731","147,72636"
-1746013,Александрово-Гайский район,SAR,"270100,3","105,2121","131,53574","81,46569","122,54365","92,52193","115,4894","121,96027","91,13132","77,54448","116,52524","97,94203","87,56165","104,86864","108,9536","72,84748","127,89984","105,34281","96,94895","108,94007","100,8955"
-1746019,Балтайский район,SAR,"123821,3","173,45701","151,92671","102,89883","175,52281","136,92551","172,90769","200,59203","147,41734","120,28099","166,94835","146,76745","151,60803","145,75414","143,52502","114,11378","217,88016","153,05839","169,26834","171,9889","185,18505"
-1746031,Краснопартизанский район,SAR,"238227,5","145,77159","148,27754","97,51779","147,09888","114,50886","146,08881","179,54168","127,27711","108,84469","145,43751","136,50452","103,69403","133,58464","132,08747","94,30537","175,74081","130,31308","132,5067","155,64706","151,47985"
-1746091,ЗАТО Шиханы,SAR,"999,5","181,8","164,10001",110,"181,60001","143,2","181,70001","215,5","155,60001","128,89999","177,60001","155,3","148,3",156,"153,90001","113,5","219,3",160,"174,2","183,60001","191,3"
-1746018,Балашовский район,SAR,"292447,3","148,36043","121,01112","82,66687","170,34531","140,28894","147,30143","147,15399","118,72901","112,99505","149,22138","112,47235","151,43432","120,25805","116,35967","103,15067","213,18654","135,89131","170,39125","138,03133","148,36593"
-1746041,Пугачёвский район,SAR,"390840,5","143,13334","144,1",94,"143,13334","111,53334","142,83333","180,66667","126,6","105,6","139,43333","133,4","99,36667","131,03333","128,1","94,83334","171,7","126,06667","126,9","150,93333","149,23333"
-1746039,Петровский район,SAR,"231963,8","153,60079","133,27067","91,6257","172,93356","126,64611","153,37124","166,69284","129,36328","109,65078","156,15329","129,28835","147,70327","128,16627","127,96823","104,5031","208,72419","140,62627","159,61335","152,45314","168,33539"
-1746088,Турковский район,SAR,"140696,8","155,16519","122,75912","81,05343","179,74245","137,69283","147,10378","150,14887","125,88295","113,7735","144,50635","116,31954","161,13144","123,94832","114,24404","111,98088","222,39588","138,23537","170,42051","137,69628","152,66129"
-3149067,ЗАТО Светлый,SAR,"346,3","149,59999","137,2","95,8","164,8","124,9","154,8","169,39999","123,60001","110,8","162,89999","129,3","138,39999","129,40001","133,89999","95,9",199,"137,7","156,20001","157,40001","164,90001"
-1746034,ЗАТО Михайловский,SAR,"1262,6","145,7","147,89999",97,"146,3","114,10001","145,5","178,10001","127,2","108,7","144,8","136,5","103,2","133,60001","131,7","94,1","175,10001","129,60001","131,89999","155,7","151,5"
-1746015,Аткарский район,SAR,"267898,6","143,21754","126,58097","87,2015","163,50167","125,12359","148,90279","154,81745","119,06599","106,67672","153,79284","119,7725","141,45844","121,09415","123,12706","96,77338","200,21338","135,49017","156,92294","144,94943","157,48867"
-1746035,Новобурасский район,SAR,"175028,9","159,50275","140,54822","96,49569","172,37656","128,47716","160,45997","183,66153","135,47859","114,24637","163,90007","136,57866","145,68421","135,35039","136,78643","104,53471","209,37094","144,34196","162,70421","162,67913","173,67661"
-1746040,Питерский район,SAR,"258121,1",123,"137,4","88,9","136,3","106,7","129,55001","145,35","101,1","89,95","136,05","108,25","103,1","116,85","118,95","75,7","146,00001",118,"119,15","128,6","119,15"
-1746032,Лысогорский район,SAR,"234043,3","134,75","123,75","86,95","151,6","120,6","143,8","149,55","110,05","101,25","154,45001","110,15","132,75","118,25","122,45","84,7","180,3","129,6","149,05","140,60001","144,65001"
-1746048,Советский район,SAR,"142987,2","148,85157","144,78307","96,38925","161,20585","121,5501","151,28193","172,23556","125,0888","108,88801","161,81574","127,66066","125,4537","133,84215","136,0212","87,17317","178,57828","135,44467","147,18973","156,20999","148,71802"
-1746044,Ртищевский район,SAR,"230172,5","157,10001","126,45","85,5","178,9","134,8","149,45","153,1","128,5","114,25","152,15","122,95","158,25001","126,2","120,15","108,45","218,00001","139,95","166,60001","144,35001","160,75001"
-1746020,Вольский район,SAR,"385698,7","176,33334","161,93333","107,6","177,03334","139,3","177,33334","210,8","152,86667","125,4","173,53334","152,53334","144,76667","152,13334","150,33334","111,23333","216,00001","156,76667","170,20001","179,7","186,23334"
-1746037,Озинский район,SAR,"408808,6","131,1634","140,89209","89,59902","132,32937","101,325","130,6812","163,04886","116,06375","96,87655","126,10266","124,98667","87,11937","118,73593","121,5941","89,07256","157,39983","115,32706","112,05384","139,13741","131,15853"
-2725551,городской округ Саратов,SAR,"40450,4","148,91354","134,61828","94,16824","161,58495","122,82172","152,54985","170,90413","123,9606","108,89638","161,35178","126,9704","134,57511","128,50877","132,91575","92,73417","192,5241","135,64777","152,80992","155,39375","159,80346"
-1746027,Ивантеевский район,SAR,205062,"149,92741","143,53076","92,55142","144,8562","115,95715","150,00177","190,34016","134,35868","111,41322","145,98422","140,00214","104,75762","138,68876","131,79069","99,28524","179,25539","132,61731","136,16504","157,15641","159,64195"
-1746038,Перелюбский район,SAR,"370645,4","137,45","142,95","89,85","134,05","104,1","130,4","173,1","125,55","100,1","128,95","128,7","87,55","123,3","122,55","92,7","161,75","115,25","114,1","143,95","138,8"
-1746045,Самойловский район,SAR,"258720,8","142,7","120,8","85,5","163,6","140,15001","146,8","144,65","112,95","111,25","153,35","110,2","144,15","118,1","117,85",95,"202,55","134,35","165,9","138,45","146,10001"
-1746029,Красноармейский район,SAR,"328997,5","129,96186","127,41277","88,389","145,35652","117,96873","137,9137","144,30348","105,09878","95,75178","151,57601","106,08628","124,68476","118,90454","122,2617","78,25666","162,64649","125,72304","138,9245","136,80869","134,46948"
-1746089,Фёдоровский район,SAR,"251880,5","145,65","147,85",98,"151,05","116,75","144,50001","170,6","119,2","106,1","155,65","127,85001","116,95","131,95","133,55","85,95","173,65","132,1","139,7","153,3","143,10001"
-1746014,Аркадакский район,SAR,"223757,9","147,82201","121,50985","82,46694","168,09043","134,81924","144,81343","148,48712","121,57523","112,26946","149,7769","115,95194","151,98712","121,28582","116,73972","103,07734","212,96304","135,70159","165,71542","139,89719","152,09983"
-1746049,Татищевский район,SAR,"206372,4","143,7",133,"92,55","159,60001","122,45","150,8","162,7","118,85001","106,8","157,35","123,35","137,2","123,75001","128,05","94,7","195,85","135,15","153,8","149,85001","159,45"
-1746017,Балаковский район,SAR,"319606,7","162,19671","155,1476","102,23161","161,48687","125,66673","160,67105","194,39661","139,0962","118,42278","162,97704","144,69382","123,05757","144,00442","142,23924","99,47501","195,20652","144,09605","152,54748","169,4851","168,04305"
-1746046,Саратовский район,SAR,"195941,4","146,5","132,3","92,75","158,45","121,35","149,8","168,65","122,2","106,35","159,5","123,2","131,2","126,9","131,3","89,15001","185,35001","133,5","149,45","152,10001",154
-1746090,Хвалынский район,SAR,"196345,9","165,99841","155,02587","100,29356","164,09128","130,48584","168,97348","203,75321","146,38466","118,69453","160,76529","148,06482","133,37154","148,54715","141,34017","109,28128","205,26984","150,72731","159,28434","171,60317","181,70894"
-1746033,Марксовский район,SAR,"289813,3","162,02621","147,8927","99,92438","162,58116","125,31472","158,76432","190,01332","134,14841","116,28069","165,57885","139,6305","129,29375","138,98185","140,9552","96,2867","196,31993","141,53052","154,82069","166,78305","164,49641"
-1746030,Краснокутский район,SAR,"292751,2","131,88292","138,98736","92,79315","144,66371","113,74036","136,74603","151,83966","106,54888","97,02473","147,75018","113,75354","113,75661","123,58167","125,2018","78,60731","156,98499","124,17961","131,09999","139,31187","130,17172"
-1746025,Екатериновский район,SAR,303687,"151,57833","126,0554","86,23656","173,92062","132,23785","150,20809","153,77431","125,64977","111,93575","154,54519","123,12984","151,02087","125,26673","122,84992","103,414","211,12902","139,31676","163,67449","146,8063","161,63758"
-1746026,Ершовский район,SAR,"421364,6","146,25001","150,5","99,7","150,8","116,65","147,75","177,25","124,65001","107,9","149,2","134,2","108,95","133,65","134,55","91,60001","175,5","133,8","136,10001","155,05","146,60001"
-1746036,Новоузенский район,SAR,"412387,3","117,03334","137,1","85,93334","131,2","99,36667","123,26667","140,3","99,9","85,23333","124,13333","107,7","91,53334","112,06667","115,93333","77,96667","140,36667","112,5","106,4","121,8","111,46667"
-1746092,Энгельсский район,SAR,"316767,2","144,47867","134,93468","91,05743","158,16594","120,21938","146,67803","162,8049","119,14283","105,06517","158,13299","121,33578","127,04012","127,32195","130,76185","85,23861","177,26801","131,00685","145,64465","150,55085","147,70636"
-1746042,Ровенский район,SAR,"210750,5","127,81813","127,35896","86,77449","142,04874","112,65929","131,91046","140,79825","101,38914","93,5128","146,50581","105,80434","116,45091","119,08151","120,9564","74,15491","151,71967","120,37597","130,96465","134,68828","126,77707"
-1746016,Базарно-Карабулакский район,SAR,"228917,3","168,72058","147,15255","100,33158","175,20243","134,04974","167,91942","193,25498","142,70722","118,99564","168,40816","143,91594","149,93851","142,26622","142,4396","110,05379","215,87124","150,38388","168,22296","169,82854","181,22182"
-1746028,Калининский район,SAR,"325542,5","140,75001","122,9",85,"160,2","135,75","145,55","146,25001","115,9","108,95","155,6","114,25","142,65001","119,75","120,9","93,8","199,4","134,65","160,25","142,05","151,5"
-1746024,Духовницкий район,SAR,"194748,7","154,85052","146,80607","94,75936","153,40262","120,63745","156,82709","190,46749","138,01454","113,08376","150,72176","141,21792","117,72584","141,50076","133,72519","101,87488","188,46212","139,37489","144,73871","161,46642","168,8463"
-1746021,Воскресенский район,SAR,"150115,8","159,60611","142,74508","97,55742","162,67077","124,69136","158,70636","188,57786","134,25112","113,95231","164,1165","136,45669","133,6019","134,87651","138,16467","97,50826","198,12912","140,54814","155,26144","162,90753","165,18398"
-1030030,Петровский городской округ,STA,"273697,4","132,57549","112,53174","91,7511","192,61507","150,96954","139,45983","115,08155","141,61035","140,45022","171,44633","146,69099","117,23664","125,4298","132,09689","124,8394","138,21896","119,20946","141,98986","131,4941","92,3387"
-1030039,Туркменский район,STA,"261403,5","108,71386","92,62619","78,27988","159,06112","124,8961","112,90418","97,26135","120,59775","116,8357","143,10007","123,69555","98,11465","104,04914","108,59197","103,14894","113,57867","101,22346","114,69404","111,66056","77,63169"
-1030065,Левокумский район,STA,"475283,7","94,13333","88,63333","71,3","124,3","107,36667","87,5","90,2","93,1","98,6","122,4","111,8","83,73333","84,4",88,"88,03334","96,7","85,1","94,3","97,63334","68,4"
-1030004,Новоалександровский городской округ,STA,"202492,6","172,13879","145,62063","124,37984","230,84806","183,08103","179,22148","154,88064","150,83748","178,02894","212,884","180,92332","153,88546","151,15194","166,88596","162,92158","183,60744","152,92283","184,83201","154,01584","108,85473"
-1030099,городской округ Невинномысск,STA,"8354,5","192,47998","172,15377","144,0476","261,95377","209,74112","220,22905","185,00785","168,3891","204,93905","248,42198","211,84317","172,34965","173,55437","193,74082","178,15465","210,03288","168,15672","213,93552","183,35938","138,86083"
-1030137,Нефтекумский городской округ,STA,"375286,6","97,29415","105,66308","79,6558","129,46826","118,56698","94,84902","95,16562","97,81078","105,18305","132,78177","122,50876","89,6813","92,18504","95,41424","98,9412","107,25169","90,75874","104,12117","105,34379","77,08636"
-1030016,Изобильненский городской округ,STA,193624,"168,16307","142,9211","111,22291","222,98768","173,00029","171,2605","142,54402","149,24161","170,81415","205,12411","174,03144","143,81019","147,70235","160,25293","155,32827","170,91746","143,94939","174,39161","149,82354","106,38143"
-1030124,Новоселицкий район,STA,"170101,8",127,"121,1","87,2","177,55","139,9","129,7","116,7","137,05",131,"156,45","138,35001","110,1","114,25","121,45","116,6","130,3","111,2","131,4","128,45","92,15"
-1030057,Шпаковский район,STA,"235318,5","177,83263","149,98603","120,50205","236,50848","183,36596","186,56639","149,60007","157,15175","178,73395","216,09218","185,3499","150,19148","154,32118","168,22219","158,67601","180,32229","149,22651","184,39433","161,51019","117,92014"
-1030066,Кочубеевский район,STA,"236226,3","189,10001","164,35","135,2","254,15","199,8","208,25","169,45","166,55","194,65","235,25","202,25","163,85","165,85001","183,75","170,5","198,7","160,85","203,05","176,50001","132,25"
-1051977,городской округ Георгиевск,STA,"2643,3","141,0318","145,76355","100,4659","190,81828","153,67883","147,84298","130,98236","123,9953","146,16648","171,66062","153,65119","126,65061","126,67296","139,25414","134,05885","152,04768","125,16473","150,56238","146,25708","109,07236"
-1030063,Благодарненский городской округ,STA,"247203,1","112,3","97,65","79,7","162,7","127,85","117,6","101,35","125,95","121,15","146,5","128,2","100,55","107,3",112,"107,5","117,85","103,35","118,95","116,8","80,7"
-1029150,Красногвардейский район,STA,"223502,5","163,35","131,4","109,9","227,35001","168,75001","160,5",131,"144,45","164,55","198,45","166,35","141,00001","142,6","154,7","149,9","165,3","141,7","169,35","141,05","99,45"
-1029981,Ипатовский городской округ,STA,"402963,6","125,23333","103,36667","87,03334","184,96666","141,06667","129,86667","105,96667","131,73333","133,2","165,2","139,3","112,63334","119,30001","126,93333","120,16667","130,7","115,9","133,6","121,73334","84,73333"
-1030145,Георгиевский городской округ,STA,"192153,4","136,62303","142,70242","98,0045","185,74584","152,12476","143,85787","129,48882","124,86059","143,65669","168,93188","150,38458","123,0996","124,70263","135,89583","130,93336","148,16731","122,58701","147,68027","143,13215","106,89755"
-1029107,Кировский городской округ,STA,"138665,3","152,74506","166,47339","111,77871","208,40345","174,7232","163,06511","144,88418","140,24562","158,69724","193,10615","172,95802","135,56646","139,43111","152,31957","145,23474","168,00006","135,34262","167,90707","161,62527","127,23026"
-1030989,городской округ Кисловодск,STA,"10725,2","253,8","267,60001","187,20001","318,70001","268,60001","273,70001","232,40001","215,40001","240,60001","280,39999","267,70001",212,205,"237,20001",212,"269,20001","200,60001","261,5","243,80002","200,3"
-1030142,Минераловодский городской округ,STA,"149057,1","154,59749","156,23278","112,45152","210,25484","170,64078","165,81446","146,75645","136,75767","159,55212","187,15743","165,32062","138,30038","138,1259","152,65307","145,75851","166,8654","136,18455","165,61197","156,56337","118,05002"
-1030149,Советский городской округ,STA,"209087,8","124,58513","134,72234","92,2282","174,61986","148,24013","134,35261","124,2839","126,5974","135,32315","162,56626","142,71493","115,1668","119,57548","127,72277","123,90973","138,59959","116,46686","140,06533","135,94811","101,74153"
-1030121,Александровский район,STA,"204158,5","144,49502","128,27014","96,78775","198,54224","154,4442","148,00083","123,84615","141,52986","144,76751","173,86074","153,37369","122,14843","126,60642","135,79153","130,02257","145,08572","122,40427","148,03392","139,97259","100,47912"
-1030136,Будённовский район,STA,"310446,4","109,82583","109,30754","79,14167","154,57372","126,9006","112,31433","104,4483","120,53465","117,41218","141,15164","126,83119","99,11283","101,80912","107,97697","105,38096","116,93133","100,51649","115,62177","116,24221","84,07644"
-1030115,Андроповский район,STA,"238493,3","176,01992","158,20307","123,29743","236,24655","186,39506","189,07185","154,39399","156,1942","176,97015","211,39329","184,57351","150,9545","152,87176","168,00032","158,38493","182,21071","148,98143","184,58857","166,29877","124,64837"
